date,cluster,pipelines_status_avg_fps,pipelines_status_avg_pipeline_latency,node_cpu_usage,node_mem_usage,pipelines_server_cpu_usage,pipelines_server_mem_usage,number_pipelines,pipelines_status_realtime_pipeline_latency
2025-09-16 17:09:30,fd7816db-7948-4602-af7a-1d51900792a7,30.33815971308717,0.1340781054945073,0.39566666666457123,5798531072.0,0.0001263962057393,63242240.0,3,0.08800419171651201
2025-09-16 17:10:00,fd7816db-7948-4602-af7a-1d51900792a7,15.49658763233767,0.08241325392669782,2.21166666666589,7398588416.0,1.1343548972916666,1682849792.0,4,0.0548654794692993
2025-09-16 17:10:30,fd7816db-7948-4602-af7a-1d51900792a7,15.278077742699224,0.08115444782617925,7.327000000005742,7385837568.0,7.401129269661266,1669259264.0,4,0.05990540981292718
2025-09-16 17:11:00,fd7816db-7948-4602-af7a-1d51900792a7,15.174403686583823,0.08397101210714944,7.283999999998681,7341109248.0,7.461498958544316,1670574080.0,4,0.050684452056884724
2025-09-16 17:11:30,fd7816db-7948-4602-af7a-1d51900792a7,15.13330486581189,0.0838783246236684,7.420000000001165,7330258944.0,7.501159754050579,1666850816.0,4,0.05094373226165767
2025-09-16 17:12:00,fd7816db-7948-4602-af7a-1d51900792a7,15.104589453513654,0.0825921032862801,7.257333333332402,7363301376.0,7.33105841799427,1667207168.0,4,0.08038473129272455
2025-09-16 17:12:30,fd7816db-7948-4602-af7a-1d51900792a7,15.088899654865305,0.08144178684380347,7.274666666666357,7408902144.0,7.384526246681009,1671458816.0,4,0.0874221324920654
2025-09-16 17:13:00,fd7816db-7948-4602-af7a-1d51900792a7,15.07862038422026,0.0816526155406113,7.322666666662553,7397601280.0,7.445816171702526,1667702784.0,4,0.0558559894561767
2025-09-16 17:13:30,fd7816db-7948-4602-af7a-1d51900792a7,15.067732513696356,0.0812677769980819,7.299333333334654,7384002560.0,7.383764102391901,1663119360.0,4,0.035516262054443304
2025-09-16 17:14:00,fd7816db-7948-4602-af7a-1d51900792a7,15.058385689099758,0.08073905511693395,7.273999999995188,7389351936.0,7.326367785375048,1659514880.0,4,0.028838753700256275
2025-09-16 17:14:30,fd7816db-7948-4602-af7a-1d51900792a7,15.052530787990225,0.08154159927926788,7.321666666673263,7385985024.0,7.49237794492782,1644236800.0,4,0.052019178867340074
2025-09-16 17:15:00,fd7816db-7948-4602-af7a-1d51900792a7,15.050012493020581,0.08091541350801343,7.355999999997828,7382691840.0,7.389523066978443,1639387136.0,4,0.06080603599548333
2025-09-16 17:15:30,fd7816db-7948-4602-af7a-1d51900792a7,15.045165655886992,0.0806230643199133,7.261333333332247,7391186944.0,7.26527628708369,1638785024.0,4,0.056408643722534124
2025-09-16 17:16:00,fd7816db-7948-4602-af7a-1d51900792a7,15.040371735784673,0.08160171260791525,7.291999999998371,7394766848.0,7.471744179001561,1638920192.0,4,0.056940436363220145
2025-09-16 17:16:30,fd7816db-7948-4602-af7a-1d51900792a7,15.033406833676803,0.08118449539192793,7.358333333335273,7391440896.0,7.454492498046923,1640677376.0,4,0.06990122795104978
2025-09-16 17:17:00,fd7816db-7948-4602-af7a-1d51900792a7,15.034497569697853,0.08124550974042867,7.316333333334962,7357890560.0,7.394224556517156,1640722432.0,4,0.1077325344085693
2025-09-16 17:17:30,fd7816db-7948-4602-af7a-1d51900792a7,15.032817876977708,0.08073982718096802,7.310000000001551,7371337728.0,4.788792819263052,1641279488.0,4,0.04506462812423702
2025-09-16 17:18:00,fd7816db-7948-4602-af7a-1d51900792a7,15.029437743024252,0.08094410829516685,7.226000000000931,7390552064.0,7.32072206448969,1640263680.0,4,0.03815543651580808
2025-09-16 17:18:30,fd7816db-7948-4602-af7a-1d51900792a7,15.028752087459514,0.08020361004720675,7.350666666665347,7331094528.0,7.374303302379682,1639677952.0,4,0.06014788150787347
2025-09-16 17:19:00,fd7816db-7948-4602-af7a-1d51900792a7,15.027671724232839,0.08021746407946641,7.244999999995343,7375241216.0,7.364650600968969,1641013248.0,4,0.0430008172988891
2025-09-16 17:19:30,fd7816db-7948-4602-af7a-1d51900792a7,15.026641461025168,0.08035416204066906,7.274666666672176,7358304256.0,7.349070890755514,1641738240.0,4,0.054588019847869824
2025-09-16 17:20:00,fd7816db-7948-4602-af7a-1d51900792a7,15.024975814340277,0.08029699331223772,7.337666666662941,7364440064.0,7.440131589353631,1640841216.0,4,0.05787229537963863
2025-09-16 17:20:30,fd7816db-7948-4602-af7a-1d51900792a7,15.024252679287013,0.08003375866584765,7.26600000000326,7346188288.0,3.907456009799989,1641877504.0,4,0.06448000669479367
2025-09-16 17:21:00,fd7816db-7948-4602-af7a-1d51900792a7,15.022833400650047,0.08002525248554182,7.136333333330308,7348477952.0,7.189427946936871,1641222144.0,4,0.06797522306442258
2025-09-16 17:21:30,fd7816db-7948-4602-af7a-1d51900792a7,15.02258425354551,0.08017992256443232,7.295666666668451,7350792192.0,7.430122840573817,1641287680.0,4,0.0743530392646789
