date,cluster,pipelines_status_avg_fps,pipelines_status_avg_pipeline_latency,node_cpu_usage,node_mem_usage,pipelines_server_cpu_usage,pipelines_server_mem_usage,number_pipelines,pipelines_status_realtime_pipeline_latency
2025-09-03 13:23:00,fd7816db-7948-4602-af7a-1d51900792a7,15.53576800197149,0.0498662602675277,2.6259999999999954,6606725120.0,3.099569982600227,1339801600.0,3,0.04204734166463211
2025-09-03 13:23:30,fd7816db-7948-4602-af7a-1d51900792a7,15.219638947426638,0.047928724049703136,5.273999999999998,6621126656.0,3.8274877834334577,1340436480.0,3,0.04759669303894037
2025-09-03 13:24:00,fd7816db-7948-4602-af7a-1d51900792a7,15.138325560180315,0.04917009442553997,5.347333333333334,6642720768.0,5.202759257925492,1342287872.0,3,0.045328219731648696
2025-09-03 13:24:30,fd7816db-7948-4602-af7a-1d51900792a7,15.100698750139884,0.04962183093037994,5.296666666666667,6637023232.0,5.171485395181322,1343528960.0,3,0.03407041231791173
2025-09-03 13:25:00,fd7816db-7948-4602-af7a-1d51900792a7,15.079296748557228,0.04879434368813133,5.264333333333337,6631907328.0,5.062274494697252,1342291968.0,3,0.04057653745015457
2025-09-03 13:25:30,fd7816db-7948-4602-af7a-1d51900792a7,15.06539716816028,0.04848537969727627,5.31166666666666,6633840640.0,5.226243815769981,1343090688.0,3,0.04931235313415524
2025-09-03 13:26:00,fd7816db-7948-4602-af7a-1d51900792a7,15.055585327582113,0.047563975816568994,5.408000000000002,6597701632.0,5.186026740944903,1344819200.0,3,0.056456963221232066
2025-09-03 13:26:30,fd7816db-7948-4602-af7a-1d51900792a7,15.04834811697363,0.047007872818935065,5.211666666666668,6592970752.0,3.979949330493694,1341575168.0,3,0.0434783299763997
2025-09-03 13:27:00,fd7816db-7948-4602-af7a-1d51900792a7,15.042711015347166,0.047000302795899035,5.276666666666665,6623211520.0,5.131241228873888,1342021632.0,3,0.03989283243815097
2025-09-03 13:27:30,fd7816db-7948-4602-af7a-1d51900792a7,15.038378832628831,0.04686437547390023,5.262333333333334,6640599040.0,5.111909795874048,1341267968.0,3,0.036674658457438135
2025-09-03 13:28:00,fd7816db-7948-4602-af7a-1d51900792a7,15.034814977784087,0.0471272995134177,5.364333333333331,6619840512.0,5.225821673475382,1331183616.0,3,0.046755631764729765
2025-09-03 13:28:30,fd7816db-7948-4602-af7a-1d51900792a7,15.03179238478756,0.047455952482717834,5.350333333333335,6635724800.0,5.197517293004383,1332211712.0,3,0.03525940577189123
2025-09-03 13:29:00,fd7816db-7948-4602-af7a-1d51900792a7,15.029313572612878,0.0471720728290774,5.341333333333331,6645813248.0,5.1551321583985485,1332473856.0,3,0.0378185907999674
