date,cluster,pipelines_status_avg_fps,pipelines_status_avg_pipeline_latency,node_cpu_usage,node_mem_usage,pipelines_server_cpu_usage,pipelines_server_mem_usage,number_pipelines,pipelines_status_realtime_pipeline_latency
2025-08-25 09:00:30,fd7816db-7948-4602-af7a-1d51900792a7,15.510336653776324,0.0459588413507166,0.6636666666483506,7331536896.0,0.0001264621333878,1352224768.0,1,0.041506290435791
2025-08-25 09:01:00,fd7816db-7948-4602-af7a-1d51900792a7,15.159623034917525,0.0442982158689657,1.8643333333544432,7392583680.0,1.5923665154918856,1558913024.0,1,0.0428650379180908
2025-08-25 09:01:30,fd7816db-7948-4602-af7a-1d51900792a7,15.095019585196798,0.043624532619041,2.314999999998448,7330344960.0,1.9994991705495129,1549078528.0,1,0.0470364093780517
2025-08-25 09:02:00,fd7816db-7948-4602-af7a-1d51900792a7,15.057595900985632,0.0435036271238143,2.290666666657974,7336640512.0,1.9980950037482648,1548836864.0,1,0.043931245803833
2025-08-25 09:02:30,fd7816db-7948-4602-af7a-1d51900792a7,15.044771606575171,0.0433764816752485,2.329000000011486,7379136512.0,2.0056506320431167,1534091264.0,1,0.0403592586517334
2025-08-25 09:03:00,fd7816db-7948-4602-af7a-1d51900792a7,15.044771606575171,0.0433764816752485,2.3126666666629414,7365734400.0,1.9878903914312025,1400565760.0,1,0.0403592586517334
2025-08-25 09:03:30,fd7816db-7948-4602-af7a-1d51900792a7,15.044771606575171,0.0433764816752485,1.222000000004967,7100846080.0,1.867035132514443,1400565760.0,1,0.0403592586517334
2025-08-25 09:04:00,fd7816db-7948-4602-af7a-1d51900792a7,15.044771606575171,0.0433764816752485,0.4373333333292976,5724495872.0,1.7461798735976832,1400565760.0,1,0.0403592586517334
2025-08-25 10:08:00,fd7816db-7948-4602-af7a-1d51900792a7,15.365958062787856,0.06581515940628363,1.5930000000090028,7487016960.0,1.6253246146809237,1691492352.0,4,0.04621958732604975
2025-08-25 10:08:30,fd7816db-7948-4602-af7a-1d51900792a7,15.178956095923677,0.06903147514093495,7.147333333338611,7486599168.0,7.170821940065223,1686261760.0,4,0.08536756038665769
2025-08-25 10:09:00,fd7816db-7948-4602-af7a-1d51900792a7,15.126979544292055,0.06833245235481612,7.124666666650835,7502471168.0,5.565215549207541,1691496448.0,4,0.0420082807540893
2025-08-25 10:09:30,fd7816db-7948-4602-af7a-1d51900792a7,15.092406006544126,0.06782875158253955,7.141333333348546,7517728768.0,7.179938377307313,1688174592.0,4,0.08069700002670283
2025-08-25 10:10:00,fd7816db-7948-4602-af7a-1d51900792a7,15.07568929702089,0.06668482554196939,7.178333333344199,7517786112.0,4.032000902,1684316160.0,4,0.0567584037780761
